Text,Category
ஐதராபாத் என்கவுன்டர் புகைப்படம் இதுவா,Clickbait
போராட்டம் செய்த ஜாமியா பல்கலை மாணவரை தாக்கிய போலீசார் உண்மை அறிவோம்,Misleading
பொள்ளாச்சி ஜெயராமனின் மகன் இளம்பெண்களுடன் செல்பி எடுத்தாரா,Clickbait
எட்டு வழி சாலை திட்டத்துக்கு மத்திய அரசு சார்பில் ஆதரவாக வாதாடிய பி.வில்சன்  பரபரப்பை ஏற்படுத்திய பேஸ்புக் பதிவு,Misleading
ஜெர்மன் நிதியமைச்சர் தற்கொலை செய்துகொண்டாரா,Clickbait
ட்விட்டரில் கோபேக் மோடி டிரெண்டிங்  பாகிஸ்தான் சதி காரணமா,Misleading
ஜெயலலிதா உடன் இருப்பவர் நிர்மலா சீதாராமன் இல்லை  முழு விவரம் இதோ,Clickbait
மறைந்த நடிகர் ரகுவரன் பற்றி பகீர் தகவல் வெளியிட்ட 21 வயது மகன் அம்மா பரபரப்பை ஏற்படுத்திய செய்தி,Misleading
குளியலறையில் சுய இன்பம் செய்யக்கூடாது ஐஐடி ரூர்கி பெயரில் பரவும் போலி செய்தி,Clickbait
மோடியின் வாயில் ரத்தம் சொட்டும் அட்டைப் படம் வெளியிட்டதா டைம் இதழ்,Misleading
உத்தரப் பிரதேசத்தில் இறந்த பெண்ணின் கை காலை ஒடித்து மூட்டை கட்டினார்களா,Clickbait
